ReviewId,RecipeId,AuthorId,AuthorName,Rating,Review,DateSubmitted,DateModified,Likes
1399,403,623,Lvs2Cook,5,"According to my DH, these are the best hot wings he's ever had!  I used Frank's hot sauce and made according to the posted directions except that after frying I put them in the saucepan with the sauce for a few minutes to soak up the sauce.  This recipe is going into my keeper cookbook ~ thanks so much for posting and making my DH a happy man on Super Bowl Sunday!",2005-02-06T12:48:25Z,2005-02-06T12:48:25Z,
1400,310,847,Donna Luckadoo,5,"Believe it or not but I made this cake for the Superbowl, After Chili and Nacho's we wanted something totally different and this was the best, it was so moist and not to heavy.
I will definetly make this one for the holidays! Thanks Ivy!
Note: Eggnog can be frozen for 3 or 4 months!
",2005-02-06T17:39:36Z,2005-02-06T17:39:36Z,
1401,1044,992,justcallmetoni,4,"This marinade adds zip to a variety of vegetables.  Our platter included asparagus, crimini mushrooms, zucchini, and red peppers.  We skipped the roasted red peppers as they seemed a bit redundant.  After marinading for an hour the zucchini and mushrooms absorbed  lots of flavor and were especially good.  February in the northeast in not grilling weather, so these were broiled.  Sharon, this is a definite keeper. Thanks.",2005-02-06T19:59:09Z,2005-02-06T19:59:09Z,
1402,239,2130,Chef Doozer,5,"This is the exact recipe we use! I love them. In place of the one cup of oil though, we use 3/4 cup applesauce and 1/4 cup oil. These are great--and the fact that the batter lasts so long is a great benefit!  Update hint:  You can use whole wheat flour in place of some of the white flour (I used 3 cups whole wheat flour).  They're quite good!",2005-02-15T06:55:49Z,2005-02-15T06:55:49Z,
1403,913,1820,Stinkerbell,5,"Wowowow!  this sauce is fantastic.  I made it at the weekend, using your suggestion of re-frying the wings after I dunked them in the sauce.  I served them with bleu cheese dressing and everyone gobbled them up!  Thanks so much for a real winner!",2005-02-07T09:37:56Z,2005-02-07T09:37:56Z,
1404,315,1241,Kittencalrecipezazz,5,"Uncle Bill, the filling for your cabbage rolls was fantastic! the blending of the spices really enhanced the flavors so well...however I made the rolls with just regular head cabbage, and I used my own sauce recipe, I hope you do not mind, even at that, I had to rate your recipe 5 stars, because the cabbage rolls turned out delicious! thank you for sharing another winner!...Kitten:)",2005-02-08T11:50:02Z,2005-02-08T11:50:02Z,
1405,237,2301,Karamia,5,"I've been making this coffee cake for years! It's in one of my Taste of Home cookbooks. This is the best coffee cake ever...sooo moist and yummy. The only problem is that every time I make it, it takes forever to be completely baked, but it is well worth the long wait!",2005-02-08T18:58:24Z,2005-02-08T18:58:24Z,"""9084"""
1406,1053,2069,Sherrie-pie,5,"This is one of those flavours you either hate or love.  I loved it.  Didn't quite know what to do with the pasta though.  I served the chicken and sauce on top.  I loved it, my husband loved it, my kids hated it.",2005-02-09T03:26:41Z,2005-02-09T03:26:41Z,
1407,885,1415,ladypit,4,"Nice side dish.  I ate it reheated over pearl barley and it was a nice basic lunch.  Next time I'll peel the eggplant,though.  I didn't like the texture or taste of the skin.",2005-02-09T12:29:08Z,2005-02-09T12:29:08Z,
1408,600,264,Iron Bloomers,5,"Wonderful......easy to do, & the final product is perfect, crisp crust & an inside that not only is tender but flavorful....I like this better than my old stand by recipe ....",2005-02-10T08:28:32Z,2005-02-10T08:28:32Z,
1409,536,1346,mandikaake,5,Splendid!  I buy honey in bulk and was wondering what I was going to use it all for;)  It has done wonders for my skin.  My husband has even commented on it.  I think I may also add some essential oils.  Thanks again!,2005-02-10T12:40:24Z,2005-02-10T12:40:24Z,
1410,113,822,jennifer jay,5,"this was my first time to make this,too. i remember my grandma making it and she always added half n half and cornstarch so i did as well.  it turned out really good.  it was thicker and creamy.  i will definitely make this again.  thanks",2005-02-10T17:12:13Z,2005-02-10T17:12:13Z,
1411,268,1663,GrandmaIsCooking,4,"These rolls were very good.  There was just a hint of cheese taste, nothing overpowering.  Mine spread out on the pan instead of rising high.  I think I need to use a little extra flour next time (I used just a little over the minimum amount).  I baked them only about 16 minutes, because I like my bread just lightly browned.  I really enjoyed these rolls and will make them again.",2005-02-10T17:11:06Z,2005-02-10T17:11:06Z,
1412,1037,1925,Natalia 3,0,This sounds great - but where does the orange juice come in?,2005-02-11T18:45:18Z,2005-02-11T18:45:18Z,
1413,491,2340,SUSAN N.,5,Absolutely wonderful. I served them for the Super Bowl and the next day everyone was asking for more. I used potato dinner rolls and the crowd says a definate 5 stars.,2005-02-12T05:12:39Z,2005-02-12T05:12:39Z,
1414,653,2490,terryga,0,"Fabulous, I love cooking with Spenda.  Thank you,
",2005-02-13T10:12:46Z,2005-02-13T10:12:46Z,
1415,1040,2321,Impera_Magna,5,"Other than doubling the recipe to feed the herd who descended, I followed the recipe exactly and I have to say this was very tasty.... and enjoyed by all from grandmama (me) down to year old granddaughter.  Definitely a keeper!  ",2005-02-13T16:29:49Z,2005-02-13T16:29:49Z,
1416,807,666,Chef shapeweaver ,4,"i wanted to make a hot bread to go with my chicken dinner and did a search,and came up with this one.the biscuits came out really nice and my B/F and son went back for seconds.and later on my B/F had one with  honey for his dessert.",2005-02-14T05:57:40Z,2005-02-14T05:57:40Z,
1417,1057,1276,tara portee,4,"what a great idea.  I already had the pesto (frozen from my end of summer basil harvest).  It was super quick,easy and best of all, delicious. ",2005-02-14T16:22:11Z,2005-02-14T16:22:11Z,
1418,620,436,Sharon123,5,"I served this to my DH for dinner tonight and he loved it! Great mild flavor, just what he wanted! Thanks Theresa!",2005-02-14T20:05:43Z,2005-02-14T20:05:43Z,
1419,4,843,Missy Wombat,5,"Our family used to have a coffee shop and this was one of the things on the menu. Incredibly popular especially during the colder months. We made so many of these things and then froze them and pulled out boxes of them as needed.
Quick, easy and all you need is a small oven.",2005-02-15T23:17:44Z,2005-02-15T23:17:44Z,
1420,489,2498,Djinneth,0,"What a glorious and simple recipe!  I made a *huge* filet and it turned out beautifully.  I oversalted the fish before putting on the sauce, so I'll try to remember to avoid that next time.

The leftovers can be mixed together with a little of the sauce, and made into a really lovely salad to put onto a toasted english muffin for lunch.",2005-02-16T09:42:54Z,2005-02-16T09:42:54Z,
1421,1031,2368,lemoncurd,4,The rice was nice and fluffy and the grains were lovely and loose. I used a 1/4 of a tsp of green chilie found it too hot Also the rice didnt realy taste mexican rather abit indian but all the same still delicious have made it 4 times so far doctoring it up abit. Thank you dear for the recipe. ,2005-02-16T14:37:32Z,2005-02-16T14:37:32Z,
1422,1036,1758,Angie in St. Charles,4,"These were pretty good.  My family enjoyed them.  I did bake them in mini-loaf pans and it only took about 22 minutes to bake.  I just thought they were lacking something (what, I don't know)?  I might try some cinnamon next time - it might have been too much on the nutmeg for me.  I would also cut the cherries smaller or I am thinking about trying fresh sweet, dark cherries instead of the marachino.  I was a bit disappointed in the final taste.  But my husband loved them and they were moist.  But I think I can play with it a bit and get it more to my taste.",2005-02-16T19:29:17Z,2005-02-16T19:29:17Z,
1423,12,1966,vfranc2,2,"This is easy but very, very garlic.  Too much garlic taste for us and we like garlic.  Could not taste the lime at all.  Will not be making this again.",2005-02-17T05:14:12Z,2005-02-17T05:14:12Z,
1424,919,935,Dine  Dish,5,"I prepared this late last night and let it marinate overnight and grilled the chicken for for lunch today. Wow...the combination of flavors in this marinade is right on! I parred the recipe down to only 4 breasts, because that's all I had. In the future, we'll be making this delicious recipe again for the most perfectly flavored and moist chicken breasts! Thanks for sharing this wonderful marniade recipe!",2005-02-17T13:26:01Z,2005-02-17T13:26:01Z,"""3636"""
1425,144,2081,Caroline Cooks,5,"I've made a version of this for many, many years. Suggestion: use two layers of graham crackers and filling; spread top with your favorite fruit pie filling. YUMMMMMMY and pretty.
Happy to find new way to prepare. THX!",2005-02-18T13:43:01Z,2005-02-18T13:43:01Z,"""3746"""
1426,525,1198,Dorel,5,I made this with steel cut oats and chopped up dried apricot. added 1 teaspoon vanilla and found that was enough. I sprinkled the top of my serving with a mixture of brown sugar and ground walnuts. It does get thick around the edge but I found that scraping the Crockpot and mixing it around worked for me. Had no problem cleaning the pot after.,2005-02-18T21:57:57Z,2005-02-18T21:57:57Z,
1427,234,2323,hepcat1,3,"This was good, but we thought it lacked flavor.  I would definitely prefer adding more spices and perhaps some raisins to make it more flavorful.  I did like that it was pieces of apple that was baked instead of the entire apple.",2005-02-19T08:24:10Z,2005-02-19T08:24:10Z,
1428,453,649,bluemooner,5,  I made this cake for my sister's birthday and it was unbelievably good!  We loved the frosting but I would increase the ingredients by half to increase the amount.  A wonderful cake!,2005-02-19T22:29:03Z,2005-02-19T22:29:03Z,
1429,679,2045,Renea,5,These are great! Unfortunately I cant stop eating the batch I made. I will definitely make these for my next pot luck at work. ,2005-02-20T10:27:20Z,2005-02-20T10:27:20Z,
1430,26,935,Dine  Dish,5,"I needed onion soup mix, which I usually have on hand, for a cheese sauce recipe (#90567). When I found out I had run out, I was so excited to find this recipe! This is so easy and has things that you have on hand. Tastes just like Lipton's and is a fraction of the cost. Thanks for posting this recipe! I'll use it again and again and it helps the budget :)",2005-02-20T14:57:49Z,2005-02-20T14:57:49Z,
1431,928,216,Marie,5,"Had bought some cannoli shells and was glad to find this recipe.  Made just half of it and it was super good.  I have had cannolis with ricotta filling before, but never with the chocolate flavor. Very easy dessert.  Thanks for another winner, Barb.",2005-02-21T04:39:55Z,2005-02-21T04:39:55Z,
1432,505,1181,nanunanu,5,"This was very good.  My family was VERY impressed.  I did add a touch of basil to the sauce, and used crushed garlic.  Will make over and over!",2005-02-21T12:44:11Z,2005-02-21T12:44:11Z,
1433,387,611,Dreamgoddess,4,"I chose this recipe in our adopted recipe swap.  I made one change to the recipe.  I added a pound of ground beef between the corn and cheese layers.  While the recipe was good, I think the addition of just a few spices would make it fantastic.  Next time I make this, I'm going to add minced garlic, cumin, salt and pepper and a dash of cayenne for a little kick.  I actually had to bake the pie for 45 minutes before the egg was set.  After it was done, I topped it with monterey jack cheese and popped it back in the oven until the cheese melted. Overall, a good recipe that just needs a little tweaking.",2005-02-22T08:25:48Z,2005-02-22T08:25:48Z,
1434,989,2458,16Paws,5,Made this last night...OMG...it was incredible.  Fabulous!  Will be making it again soon.  Thanks for such a great recipe.,2005-02-22T12:47:10Z,2005-02-22T12:47:10Z,
1435,1041,216,Marie,5,Wonderful idea and so delicious on our French toast this morning.  Used pecans instead of walnuts and will definitely be a do again.  Thanks so much for posting.,2005-02-23T06:43:29Z,2005-02-23T06:43:29Z,
1436,1049,1443,Dienia B.,5,this is good as a milatary brat myself its good to have recipes with different backgrounds  im glad you posted your recipes,2005-02-23T08:49:01Z,2005-02-23T08:49:01Z,
1437,1044,1016,Jewelies,5,"Excellent flavour, we really enjoyed this. The mushrooms really take on the lemon flavour.  Thanks Sharon!",2005-02-23T15:14:31Z,2005-02-23T15:14:31Z,
1438,1057,216,Marie,5,"I have never seen Pistachio pesto sauce in the store, so I just made my regular basil pesto sauce and added pistachio nuts instead of pine nuts.  Also added the lemon zest which I don't normally do and it made a wonderful tasting sauce.
The salmon came out so moist and was super delicious.  Thanks for a great easy recipe, Rita.",2005-02-24T05:13:23Z,2005-02-24T05:13:23Z,
1439,773,1241,Kittencalrecipezazz,5,"Sharon, these bars were wonderful! I made these this morning for my son's girlfriend who is crazy about oatmeal! I baked them in a 13x9 pan, and I omitted the chocolate chips, and just drizzled some melted chocolate over the cooled bars. I cut them in 25 squares, and kept 5 squares for us and gave away the rest. These are soft, chewy and totally wonderful. Thank you for sharing!...Kittencal:)",2005-02-25T16:55:20Z,2005-02-25T16:55:20Z,
1440,336,36,Bergy,5,Very tasty bruschetta's.  I did something I had never tried before- I was rushed and had had a very hectic day so I used my mini blender-did the garlic & onion and then added the tomato -it was quick and easy howevery I like the hand chopped tomato better for appearance.  Thanks for making my Sundy Appetizer such a tasty one ,2005-02-28T15:34:10Z,2005-02-28T15:34:10Z,"""5659"""
1441,192,1207,mjcush,5,"This soup is no less than stunning-beautiful taste and presentation-My DH and I could not stop eating and raving, eating and raving-this will become a special staple, as it is simple for a weeknight AND company worthy. Thank you so much!",2005-02-28T16:49:36Z,2005-02-28T16:49:36Z,
1442,211,1276,tara portee,4,"The turkey, havarti and bacon was a great combo.  But the sauce was so hot that I really couldn't enjoy it.  I guess I am  a little wimpy on heat.  ",2005-02-28T17:41:43Z,2005-02-28T17:41:43Z,
1443,452,713,Christine MT,5,Excellent dish!!  The flavors are perfect. I served this with white rice.....Thanks for sharing.,2005-03-01T07:45:39Z,2005-03-01T07:45:39Z,
1444,12,992,justcallmetoni,4,A simple easy to make dish with moist and flavorful results. I baked mine after marinating overnight. Will try grilling next time. Thanks.,2005-03-01T21:37:31Z,2005-03-01T21:37:31Z,
1445,609,2282,Debby H,5,"What a great recipe.  I didn't have turkey so used extra lean ground beef.  The next day I used the leftovers (minus the lettuce) like you would Cincinatti Chili.  I put cooked spaghetti on the bottom, then the turkey mixture and topped it with cheddar cheese.  My husband loved it.",2005-03-02T14:53:08Z,2005-03-02T14:53:08Z,
1446,24,820,Rita1652,5,"I used my left over Rosemary ,Roasted Garlic, Cheese, Mashed Potatoes  recipe #75297. Prepared it as I put the leftovers away so it was ready to bake the next day! No one every knew they were eating leftovers!
",2005-03-02T19:08:51Z,2005-03-02T19:08:51Z,
1447,1053,2522,Hotpsyche,4,This is really good. I used extra ginger and stir-fried tempeh. I'll make it again. ,2005-03-03T07:52:57Z,2005-03-03T07:52:57Z,
1448,1021,424,Kim D.,5,These were very easy to make and my co-workers and myself really enjoyed them!  I followed the directions exactly and wouldn't change a thing!  Thanks Kristen for posting!,2005-03-03T11:08:08Z,2005-03-03T11:08:08Z,"""749"""
1449,1068,2321,Impera_Magna,5,"These are really delicious and easy to make.  I love almonds and the flavor of the vanilla & almonds is out of this world.  I made them for holiday gifts one year and people loved them... and were impressed at my baking skills!  Thanks for posting this recipe, Roxygirl!",2005-03-03T17:54:49Z,2005-03-03T17:54:49Z,
1450,24,1198,Dorel,5,Very good!!!! I halved the recipe for 3 of us and because my oven was cooking pork tenderloin at 425° I used my toaster oven set at 350°. It turned out delicious and we ate it all. Thanks for the great recipe.,2005-03-04T15:21:42Z,2005-03-04T15:21:42Z,
1451,693,2081,Caroline Cooks,5,"Hey, Kittencal, Made this for only one last evening with left-overs. Excellent flavors...and you were right...I ATE THE WHOLE THING. One suggestion: Tear the corn beef into bite-size piece; it is easier to spoon out a portion. Thanks for the easiest Rueben ""fix"" ever! Caroline",2005-03-05T14:00:37Z,2005-03-05T14:00:37Z,
1452,246,890,Michelle S.,5,FANTASTIC!! Very seldom have I eaten something this tasty that was this quick to make. I followed directions exactly and was treated to a fantastic lunch! The aroma when the herbs and green onion hit the hot soup is heaven. The spice is right on as well. I will make this time and time again. Thanks Sue for sharing this scrumptious soup with us all!,2005-03-07T09:59:04Z,2005-03-07T09:59:04Z,
1453,291,1123,daisy M,5,"I baked the eggplant a little and used rice wine instead of the sherry. I also added some toasted sesame seeds in the end. Overall, it was a great dish and can be done without much less oil than stated. I will increase the heat next time. ",2005-03-07T17:26:38Z,2005-03-07T17:26:38Z,
1454,1053,2182,NcMysteryShopper,5,Great Flavor! Quick and Easy! Everyone loved it! I added some red bell pepper to the dish for some added color. Will make this again and again... I am going to try it with Tempeh next! Thank you for posting.,2005-03-08T09:28:39Z,2005-03-08T09:28:39Z,
1455,814,1712,koala03,5,This was real good. After being on zaar all day it was a quick easy tasty dish. Thanx for the post.I marinaded it in the sauce and put it in the oven No muss no fuss,2005-03-08T12:41:10Z,2005-03-08T12:41:10Z,
1456,771,257,Sackville,5,"This is a very common and delicious Italian appetiser. Best served when melons are at their peak, juicy and sweet. When we got to the Italian alps every summer, we often have just this for lunch along with a glass of prosecco (sparkling wine).",2005-03-08T13:15:07Z,2005-03-08T13:15:07Z,
1457,820,2440,Miss V,5,"This was the best crab salad I have ever eaten! I omitted the avocado because they had a poor selection at the store, but it was still delish!
I will be making this over and over again.",2005-03-08T18:08:20Z,2005-03-08T18:08:20Z,
1458,651,2442,Chef dynamitenot,5,"Looks just like store mayo. Taste even better.
Very good, simple and quick. Never made home made mayo before, but will make it again. We both enjoy it. Thank You.",2005-03-08T21:13:09Z,2005-03-08T21:13:09Z,
1459,907,2519,sarahgirl,5,"This was really good!I made half of it with italian bread and the other half with very low carb, high fiber wheat bread. Both were equally delicious and the wheat bread lowered the carbs a great deal so that my dieting husband could enjoy a generous portion. I hate mayonaise and still enjoyed this dish. My family absolutely loved it (they all love mayo.)and has already asked me to have it again.  I will also add green peppers and mushrooms next time! Thanks Fluffy!",2005-03-09T00:39:15Z,2005-03-09T00:39:15Z,
1460,1066,216,Marie,4,"This made for a nice dinner last night.  I substituted garlic for the onions and basil for the tarragon - just a preference.  It wasn't clear whether to sprinkle the herbs and salt over just the tomatoes or over the entire dish so I did so over everything. Recipe was also confusing as to where the tomato juice comes from (the can of tomatoes?)  As written, this may not be clear enough for an inexperienced cook.  Thanks for posting.",2005-03-09T04:42:37Z,2005-03-09T04:42:37Z,
1461,268,689,Chippie1,5,"These looked & smelled really good, but I think I had an issue with the yeast as these little suckers never rose.  I did however manage to eat a little bit into the rolls and the taste was wonderful.  I love the crunch of the cornmeal, makes the rolls have an unusual texture that you don't really expect.  Will be making again with new yeast.",2005-03-10T05:15:04Z,2005-03-10T05:15:04Z,
1462,1053,2060,Roxygirl in Colorado,5,"This is outrageously good! The creamy white sauce blends perfectly with the peanut part.This is one of my absolute favorite recipes on the Zaar. I'm going to make this every week!

Roxygirl in Colo.",2005-03-10T09:48:46Z,2005-03-10T09:48:46Z,
1463,346,1725,Miss Annie in Indy,4,"Since I make my own soymilk I had to try this recipe, and only for me cut recipe in half. The consistency was excellent, flavor good (I used splenda instead of sugar) and very easy to prepare. I will definitely make this again and will also try with different flavors. Thanks for a new way to use soymilk.",2005-03-12T10:16:10Z,2005-03-12T10:16:10Z,"""1510"""
1464,497,1326,jewelc,5,"These are so yummy and so versatile!  I make them for my family often. We have them as a side for egg dishes or in omelets at breakfast or brunch, as a side with steaks or grilled chicken, in salads.  We put them on sandwiches or paninis, in grilled cheese or tortilla wraps.  I like to alternate using basil and oregano, both versions are very good and offer something a little different.",2005-03-12T09:15:22Z,2005-03-12T09:15:22Z,
1465,129,2221,gwynn,5,This was very good.  Just the right ingredients.  It made for a great meal and it didn't take hardly any time at all.  Thanks for posting this recipe.,2005-03-14T03:32:12Z,2005-03-14T03:32:12Z,
1466,693,119,Amber of AZ,5,"Wow! This was really delicious.  I used dill rye bread (my favorate), pre - sliced swiss cheese, and reduced - fat 1,000 island.  I used leftover corned beef also.  I am a salt fanatic so this was right up my alley.  I can see how easy this would be to eat the whole thing.  I think this would be a fantastic pot luck or carry in dish.  I am sure you will come home with an empty casserole.   Thanks for sharing with us.   ",2005-03-14T18:50:01Z,2005-03-14T18:50:01Z,
1467,26,1473,Funda,5,Thank you for this recipe!  I used it last night and it was fantastic.  I thought tea? but it helped with the coloring and the taste didn't come through in the fnal product.  Will use this from now on instead of ready made.,2005-03-15T03:54:55Z,2005-03-15T03:54:55Z,
1468,402,825,keen5,4,"I made this just as the recipe is written. I used sweet Italian sausage. It was very good, especially the day after for lunch. I served it with warm garlic bread sticks and a Caesar salad.",2005-03-15T11:53:44Z,2005-03-15T11:53:44Z,
1469,1028,1051,Amy - Ellies Mommie,4,"I made this with sugar-free pudding and homemade baking mix, and they were very good.  A nice morsel to satisfy a brownie craving in a diabetes safe way.

I would suggest using butter instead of the oil, for flavor, if you have it.  The cookie will be flakier, but will have a nicer taste.",2005-03-15T20:27:38Z,2005-03-15T20:27:38Z,
1470,790,403,_Pixie_,5,"I really enjoyed this, I was looking for a nice light dessert and this really hit the spot. I topped it up with a bit of light cool whip, yummy and guilt free. Thanks for sharing this, Audrey.",2005-03-16T05:46:33Z,2005-03-16T05:46:33Z,
1471,213,157,Minxkat1,4,"This is a very mildly spiced tandoori chicken, perfect for people who don't normally care for Indian food - like my husband.  Personally, I  prefer a bit more spice, but he had two helpings, and normally he cringes when I make this type of food (not a big spice fan).  Very good low fat meal, I served it with a side of coucous and steamed carrots.",2005-03-16T10:01:41Z,2005-03-16T10:01:41Z,
1472,790,35,mandabears,5,"i appologize I have made this on multiple occassions and haven't reviewed it yet. Great recipe I use sugar free coconut cream yogurt and it was delicious, low fat, not no fat, but still healthy and yum",2005-03-16T13:19:43Z,2005-03-16T13:19:43Z,
1473,782,2540,LA286570,0,Woohoo - took it off the second it thickened up and it is beautiful!  My forearm muscles are much stronger thanks to this recipe.;)  Too bad I knew nothing about making pudding the first time around.  Thanks for the recipe!,2005-03-16T17:03:29Z,2005-03-16T17:03:29Z,
1474,267,562,Ang11002,5,MMMMM! I needed something fast and easy after church tonite and this fit the bill! I tossed in a can of corn for good measure and topped it off with some black pepper. Forgot to add the 1/4 can of water but it didnt need it. My 3 yr old ate 2 bowls so this warrants a 5 star in my book!,2005-03-16T18:46:43Z,2005-03-16T18:46:43Z,"""3858,7028"""
1475,14,2550,beckytea,5,This sauce is great! I mixed it up using dried onion flakes instead of fresh onion and doubled the recipe. It was fast and delicious. I used this to make barbecued chicken on the grill. My family loved it.,2005-03-16T17:16:23Z,2005-03-16T17:16:23Z,
1476,123,1373,Jackie Favazza,5,"Definitely will make again! Next time, maybe some slivered almonds on top. We loved it. Thanks very much.
Jackie Favazza",2005-03-17T17:13:22Z,2005-03-17T17:13:22Z,"""4012"""
1477,1082,701,CountryLady,5,"I savoured this delicious dish at a recent birthday luncheon for a fellow chef! The chops were cooked to perfection & the sauce was full of flavour contrasts. I dub thee ""godmother of Italian cooking in Zaarland"" - thanx again Toolie!  ",2005-03-18T04:12:04Z,2005-03-18T04:12:04Z,"""2832"""
1478,1082,2027,Lois M,5,"I have not prepared this delicious dish, but I have had the pleasure of enjoying it at a luncheon Toolie hosted for our own Elly in Canada, and I didn't think I cared for Lamb, it was absolutly perfect! I will definatly give it a try! Thanks Toolie!! ",2005-03-18T05:28:05Z,2005-03-18T05:28:05Z,
1479,244,775,podapo,5,"I was just scrolling thru my cookbooks trying to decide on a cookie to make and thought I had reviewed this back in January.  Apparently I didn't.  I had made a tray of cookies for a funeral service and included these little gems.  They were AWESOME.  They are more of an ""adult"" version of chocolate chip cookie, great with a cup of tea.  Thank You for sharing it.  Oh, and I'm making them again.",2005-03-18T08:44:14Z,2005-03-18T08:44:14Z,
1480,558,336,1TexasLizard,5,"Absolutely fabulous!  So simple, and I really like your description of ""chicken breast tom-foolery"".  Like a lot of folks, I've tried just about every marindade, cooking method known for chix.  The orange really makes a difference.  Thank you.",2005-03-19T03:43:21Z,2005-03-19T03:43:21Z,
1481,1053,2493,Digigirl,4,Very tasty and simple to prepare. Will definitely use again. Thanks!,2005-03-19T10:04:05Z,2005-03-19T10:04:05Z,
1482,885,57,TheDancingCook,5,"Yum!  Instead of the fresh tomatoes/juice, I used a 14 oz can of diced petite tomatoes, with juice (the juice out of the can was equivalent to 1/2 cup anyway, when drained).  I used 1 tsp seasoning salt and the diced onion.  After the 1 hour of baking, I topped with some grated parmesan and some shredded 6 cheese Italian blend and baked a few more minutes until melted.  Makes a great veggie side dish or a main dish for the vegetarian or for the low carb dieter.",2005-03-19T18:09:23Z,2005-03-19T18:09:23Z,
1483,1082,1453,Elly in Canada,5,"I was the lucky person who was served this delicious recipe at my birthday luncheon. The lamb chops were succulent, the sauce was delicious! Toolie, thank you for sharing another of your very simple and tasty recipes.",2005-03-19T19:18:28Z,2005-03-19T19:18:28Z,
1484,925,41,Derf2440,4,"Good burger!! love the thyme and sage together, but next time we will double the blue cheese; we felt the cheese should have been the prominent taste and it seemed secondary. The apple slices were a great finish, all in all a really good hamburger, thanks for sharing a good one. — Mar 19, 2005typo correction
",2005-03-20T11:41:47Z,2005-03-20T11:41:47Z,"""6422"""
1485,510,2582,Chefcheryl,4,"I liked this recipe, you do have to watch the pepper amount though.",2005-03-20T05:39:48Z,2005-03-20T05:39:48Z,
1486,778,611,Dreamgoddess,5,This was a super easy recipe to prepare and the gravy was delicious over mashed potatoes.  I also served biscuits with this for a quick meal.  Thanks for sharing this recipe!,2005-03-20T18:22:38Z,2005-03-20T18:22:38Z,
1487,849,1258,WaterMelon,5,"I really like this dish! I added an extra 1/2 tsp of oyster sauce when stir-frying the bean sprouts. Other than that, I followed the recipe exactly.",2005-03-22T04:07:24Z,2005-03-22T04:07:24Z,
1488,473,2201,Ann in Iowa,5,"This recipe was wonderful.  Even my husband, who does not eat vegetables enjoyed this.  I only did a few carrots instead of a full pound and they turned out great.  We will definitely make these again.",2005-03-23T09:24:49Z,2005-03-23T09:24:49Z,
1489,600,1941,CobraLimes,5,"These were terrific loaves deserving of more than 5 stars.  I didn't use the starter in the recipe as I had my own proofed wild yeast starter. I used 2 cups of water for the dough and also omitted the 1/2 tsp. yeast (and used 1 c. of my own proofed starter). My proportions required about 7 cups of flour, but the loaves came out crusty, perfectly fluffy internally, and delicious.  This is a keeper recipe. I will be tweaking my starter/water combination to lessen the quantity of flour next time.  I am really thrilled to have found this recipe and appreciate you providing it.  DEFINITELY worth trying.
Thanks so much!!!",2005-03-23T13:54:14Z,2005-03-23T13:54:14Z,
1490,766,75,Jazze22,5,This was so easy and very flavorful. Didn't have any leftovers here. Thanks for the keeper.,2005-03-23T15:09:12Z,2005-03-23T15:09:12Z,
1491,601,2206,KATHIM,5,Made this receipe last week except I didnt use the red pepper & used cheddar & colby cheeses  plus sliced black olives & all 50 went!  I was told to make them again for Easter dinner.  They are so easy & take fantastic.  Next time I am going to add some onion.  I make the sausage mixture the night before so it took no time the day of to bake them!,2005-03-23T13:29:14Z,2005-03-23T13:29:14Z,
1492,451,2584,Njwatcher,5,Made this tonight- all I can say is YUM! :-) Thanks for a great dish,2005-03-23T16:56:23Z,2005-03-23T16:56:23Z,
1493,400,2129,kampkitchen,5,Delicious and tender chicken!  I also did not marinate overnight and only had 2 lemons available..still came out delicious. Very easy to prepare.  This one will definitely be a keeper.,2005-03-25T13:36:14Z,2005-03-25T13:36:14Z,
1494,160,2255,Miss Louise,5,"My hubby made these ribs tonight and they are so good!  This recipe is very easy, just follow the steps and it turns out tender and perfect.  And it doesn't taste like dr. pepper, if you're wondering.",2005-03-26T18:42:06Z,2005-03-26T18:42:06Z,
1495,965,1198,Dorel,5,"I made this yesterday and halved everything for the 2 of us. It was delicious.  I did thicken the juices up with about 2 tablespoons corn starch.
DH and I both enjoyed this. Thanks for posting Mama Miller's stew.",2005-03-27T00:47:02Z,2005-03-27T00:47:02Z,
1496,196,2599,hermioneg,5,"Thanks for a great recipe--this turned out very well, and the sweetness of the sauce did penetrate the ham nicely.  I made this for Easter today, and everyone was pleased.  I did take the suggestion of covering the ham with pineapple rings, and then I used the remaining juice in the recipe.  It worked like a charm.",2005-03-27T16:45:53Z,2005-03-27T16:45:53Z,
1497,281,1127,Lightly Toasted,5,"yum, yum, YUM!  This was WONDERFUL.  What a great blending of flavors.  This is a perfect salad for a warm day.  Even the men loved it....although they did make a few cracks about it being a ""chick salad,"" lol.  They sure gobbled it down, though!",2005-03-27T21:10:46Z,2005-03-27T21:10:46Z,
1498,546,2508,bluemoon downunder,5,"As you said, Robin, this recipe is very adaptable.  And who doesn't love adaptable recipes?  I made it with a mix of veal and pork mince, included the (optional) onions and mushrooms, and added minced garlic and thin slices of red capsicum.  Because I had no mozzarella on hand, I used grated parmesan and grated cheddar.  I also doubled the recipe, which meant that I had far more than could be accommodated in the crockpot.  The overflow was cooked for the same length of time as specified in the recipe at a very low heat in foil-covered casserole dishes in the oven.  At a family gathering, this was the dish that everyone came back to for seconds.  It also freezes well.  Thanks for a great recipe. ",2005-03-28T03:20:56Z,2005-03-28T03:20:56Z,
